x,y,a,b,c,d,e,f,g,h,Bisymmetric factors
83,104,12,5,5,12,4,7,7,4,True
83,105,1,3,3,1,29,18,18,29,True
83,105,3,1,1,3,18,29,29,18,True
83,105,18,29,29,18,3,1,1,3,True
83,105,29,18,18,29,1,3,3,1,True
83,106,1,2,2,1,43,20,20,43,True
83,106,2,1,1,2,20,43,43,20,True
83,106,2,25,25,2,4,3,3,4,True
83,106,3,4,4,3,25,2,2,25,True
83,106,4,3,3,4,2,25,25,2,True
83,106,20,43,43,20,2,1,1,2,True
83,106,25,2,2,25,3,4,4,3,True
83,106,43,20,20,43,1,2,2,1,True
83,107,1,4,4,1,23,15,15,23,True
83,107,1,9,9,1,11,8,8,11,True
83,107,2,3,3,2,31,7,7,31,True
83,107,3,2,2,3,7,31,31,7,True
83,107,4,1,1,4,15,23,23,15,True
83,107,7,31,31,7,3,2,2,3,True
83,107,8,11,11,8,9,1,1,9,True
83,107,9,1,1,9,8,11,11,8,True
83,107,11,8,8,11,1,9,9,1,True
83,107,15,23,23,15,4,1,1,4,True
83,107,23,15,15,23,1,4,4,1,True
83,107,31,7,7,31,2,3,3,2,True
83,109,1,2,2,1,45,19,19,45,True
83,109,2,1,1,2,19,45,45,19,True
83,109,19,45,45,19,2,1,1,2,True
83,109,45,19,19,45,1,2,2,1,True
83,112,1,2,2,1,47,18,18,47,True
83,112,2,1,1,2,18,47,47,18,True
83,112,2,3,3,2,34,5,5,34,True
83,112,3,2,2,3,5,34,34,5,True
83,112,5,34,34,5,3,2,2,3,True
83,112,18,47,47,18,2,1,1,2,True
83,112,34,5,5,34,2,3,3,2,True
83,112,47,18,18,47,1,2,2,1,True
83,113,1,3,3,1,32,17,17,32,True
83,113,1,6,6,1,17,11,11,17,True
83,113,2,5,5,2,19,9,9,19,True
83,113,3,1,1,3,17,32,32,17,True
83,113,5,2,2,5,9,19,19,9,True
83,113,6,1,1,6,11,17,17,11,True
83,113,9,19,19,9,5,2,2,5,True
83,113,11,17,17,11,6,1,1,6,True
83,113,17,11,11,17,1,6,6,1,True
83,113,17,32,32,17,3,1,1,3,True
83,113,19,9,9,19,2,5,5,2,True
83,113,32,17,17,32,1,3,3,1,True
83,115,1,2,2,1,49,17,17,49,True
83,115,2,1,1,2,17,49,49,17,True
83,115,17,49,49,17,2,1,1,2,True
83,115,49,17,17,49,1,2,2,1,True
83,117,2,3,3,2,37,3,3,37,True
83,117,3,2,2,3,3,37,37,3,True
83,117,3,5,5,3,21,4,4,21,True
83,117,3,37,37,3,3,2,2,3,True
83,117,4,21,21,4,5,3,3,5,True
83,117,5,3,3,5,4,21,21,4,True
83,117,21,4,4,21,3,5,5,3,True
83,117,37,3,3,37,2,3,3,2,True
83,118,1,2,2,1,51,16,16,51,True
83,118,2,1,1,2,16,51,51,16,True
83,118,16,51,51,16,2,1,1,2,True
83,118,51,16,16,51,1,2,2,1,True
83,121,1,2,2,1,53,15,15,53,True
83,121,1,3,3,1,35,16,16,35,True
83,121,2,1,1,2,15,53,53,15,True
83,121,3,1,1,3,16,35,35,16,True
83,121,15,53,53,15,2,1,1,2,True
83,121,16,35,35,16,3,1,1,3,True
83,121,35,16,16,35,1,3,3,1,True
83,121,53,15,15,53,1,2,2,1,True
83,122,1,4,4,1,27,14,14,27,True
83,122,1,40,40,1,3,2,2,3,True
83,122,2,3,3,2,40,1,1,40,True
83,122,3,2,2,3,1,40,40,1,True
83,122,4,1,1,4,14,27,27,14,True
83,122,14,27,27,14,4,1,1,4,True
83,122,27,14,14,27,1,4,4,1,True
83,122,40,1,1,40,2,3,3,2,True
83,124,1,2,2,1,55,14,14,55,True
83,124,2,1,1,2,14,55,55,14,True
83,124,14,55,55,14,2,1,1,2,True
83,124,55,14,14,55,1,2,2,1,True
83,125,1,15,15,1,8,5,5,8,True
83,125,3,10,10,3,11,5,5,11,True
83,125,5,8,8,5,15,1,1,15,True
83,125,5,11,11,5,10,3,3,10,True
83,125,8,5,5,8,1,15,15,1,True
83,125,10,3,3,10,5,11,11,5,True
83,125,11,5,5,11,3,10,10,3,True
83,125,15,1,1,15,5,8,8,5,True
83,127,1,2,2,1,57,13,13,57,True
83,127,1,5,5,1,23,12,12,23,True
83,127,2,1,1,2,13,57,57,13,True
83,127,2,13,13,2,9,5,5,9,True
83,127,3,7,7,3,16,5,5,16,True
83,127,5,1,1,5,12,23,23,12,True
83,127,5,9,9,5,13,2,2,13,True
83,127,5,16,16,5,7,3,3,7,True
83,127,7,3,3,7,5,16,16,5,True
83,127,9,5,5,9,2,13,13,2,True
83,127,12,23,23,12,5,1,1,5,True
83,127,13,2,2,13,5,9,9,5,True
83,127,13,57,57,13,2,1,1,2,True
83,127,16,5,5,16,3,7,7,3,True
83,127,23,12,12,23,1,5,5,1,True
83,127,57,13,13,57,1,2,2,1,True
83,129,1,3,3,1,38,15,15,38,True
83,129,3,1,1,3,15,38,38,15,True
83,129,15,38,38,15,3,1,1,3,True
83,129,38,15,15,38,1,3,3,1,True
83,130,1,2,2,1,59,12,12,59,True
83,130,2,1,1,2,12,59,59,12,True
83,130,12,59,59,12,2,1,1,2,True
83,130,59,12,12,59,1,2,2,1,True
83,133,1,2,2,1,61,11,11,61,True
83,133,1,26,26,1,5,3,3,5,True
83,133,2,1,1,2,11,61,61,11,True
83,133,2,7,7,2,17,7,7,17,True
83,133,3,5,5,3,26,1,1,26,True
83,133,5,3,3,5,1,26,26,1,True
83,133,7,2,2,7,7,17,17,7,True
83,133,7,17,17,7,7,2,2,7,True
83,133,11,61,61,11,2,1,1,2,True
83,133,17,7,7,17,2,7,7,2,True
83,133,26,1,1,26,3,5,5,3,True
83,133,61,11,11,61,1,2,2,1,True
83,134,2,5,5,2,24,7,7,24,True
83,134,5,2,2,5,7,24,24,7,True
83,134,7,24,24,7,5,2,2,5,True
83,134,24,7,7,24,2,5,5,2,True
83,136,1,2,2,1,63,10,10,63,True
83,136,2,1,1,2,10,63,63,10,True
83,136,10,63,63,10,2,1,1,2,True
83,136,63,10,10,63,1,2,2,1,True
83,137,1,3,3,1,41,14,14,41,True
83,137,1,4,4,1,31,13,13,31,True
83,137,1,10,10,1,13,7,7,13,True
83,137,1,19,19,1,7,4,4,7,True
83,137,3,1,1,3,14,41,41,14,True
83,137,4,1,1,4,13,31,31,13,True
83,137,4,7,7,4,19,1,1,19,True
83,137,7,4,4,7,1,19,19,1,True
83,137,7,13,13,7,10,1,1,10,True
83,137,10,1,1,10,7,13,13,7,True
83,137,13,7,7,13,1,10,10,1,True
83,137,13,31,31,13,4,1,1,4,True
83,137,14,41,41,14,3,1,1,3,True
83,137,19,1,1,19,4,7,7,4,True
83,137,31,13,13,31,1,4,4,1,True
83,137,41,14,14,41,1,3,3,1,True
83,138,1,12,12,1,11,6,6,11,True
83,138,3,14,14,3,9,4,4,9,True
83,138,4,9,9,4,14,3,3,14,True
83,138,6,11,11,6,12,1,1,12,True
83,138,9,4,4,9,3,14,14,3,True
83,138,11,6,6,11,1,12,12,1,True
83,138,12,1,1,12,6,11,11,6,True
83,138,14,3,3,14,4,9,9,4,True
83,139,1,2,2,1,65,9,9,65,True
83,139,2,1,1,2,9,65,65,9,True
83,139,9,65,65,9,2,1,1,2,True
83,139,65,9,9,65,1,2,2,1,True
83,142,1,2,2,1,67,8,8,67,True
83,142,2,1,1,2,8,67,67,8,True
83,142,8,67,67,8,2,1,1,2,True
83,142,67,8,8,67,1,2,2,1,True
83,145,1,2,2,1,69,7,7,69,True
83,145,1,3,3,1,44,13,13,44,True
83,145,2,1,1,2,7,69,69,7,True
83,145,3,1,1,3,13,44,44,13,True
83,145,7,69,69,7,2,1,1,2,True
83,145,13,44,44,13,3,1,1,3,True
83,145,44,13,13,44,1,3,3,1,True
83,145,69,7,7,69,1,2,2,1,True
83,148,1,2,2,1,71,6,6,71,True
83,148,1,6,6,1,23,10,10,23,True
83,148,2,1,1,2,6,71,71,6,True
83,148,3,8,8,3,17,4,4,17,True
83,148,4,17,17,4,8,3,3,8,True
83,148,6,1,1,6,10,23,23,10,True
83,148,6,71,71,6,2,1,1,2,True
83,148,8,3,3,8,4,17,17,4,True
83,148,10,23,23,10,6,1,1,6,True
83,148,17,4,4,17,3,8,8,3,True
83,148,23,10,10,23,1,6,6,1,True
83,148,71,6,6,71,1,2,2,1,True
83,149,1,7,7,1,20,9,9,20,True
83,149,7,1,1,7,9,20,20,9,True
83,149,9,20,20,9,7,1,1,7,True
83,149,20,9,9,20,1,7,7,1,True
83,151,1,2,2,1,73,5,5,73,True
83,151,1,5,5,1,28,11,11,28,True
83,151,2,1,1,2,5,73,73,5,True
83,151,5,1,1,5,11,28,28,11,True
83,151,5,73,73,5,2,1,1,2,True
83,151,11,28,28,11,5,1,1,5,True
83,151,28,11,11,28,1,5,5,1,True
83,151,73,5,5,73,1,2,2,1,True
83,152,1,4,4,1,35,12,12,35,True
83,152,4,1,1,4,12,35,35,12,True
83,152,12,35,35,12,4,1,1,4,True
83,152,35,12,12,35,1,4,4,1,True
83,153,1,3,3,1,47,12,12,47,True
83,153,3,1,1,3,12,47,47,12,True
83,153,12,47,47,12,3,1,1,3,True
83,153,47,12,12,47,1,3,3,1,True
83,154,1,2,2,1,75,4,4,75,True
83,154,2,1,1,2,4,75,75,4,True
83,154,4,75,75,4,2,1,1,2,True
83,154,75,4,4,75,1,2,2,1,True
83,155,2,5,5,2,29,5,5,29,True
83,155,3,11,11,3,13,4,4,13,True
83,155,4,13,13,4,11,3,3,11,True
83,155,5,2,2,5,5,29,29,5,True
83,155,5,29,29,5,5,2,2,5,True
83,155,11,3,3,11,4,13,13,4,True
83,155,13,4,4,13,3,11,11,3,True
83,155,29,5,5,29,2,5,5,2,True
83,157,1,2,2,1,77,3,3,77,True
83,157,2,1,1,2,3,77,77,3,True
83,157,3,77,77,3,2,1,1,2,True
83,157,77,3,3,77,1,2,2,1,True
83,160,1,2,2,1,79,2,2,79,True
83,160,1,8,8,1,19,8,8,19,True
83,160,2,1,1,2,2,79,79,2,True
83,160,2,79,79,2,2,1,1,2,True
83,160,8,1,1,8,8,19,19,8,True
83,160,8,19,19,8,8,1,1,8,True
83,160,19,8,8,19,1,8,8,1,True
83,160,79,2,2,79,1,2,2,1,True
83,161,1,3,3,1,50,11,11,50,True
83,161,3,1,1,3,11,50,50,11,True
83,161,11,50,50,11,3,1,1,3,True
83,161,50,11,11,50,1,3,3,1,True
83,163,1,2,2,1,81,1,1,81,True
83,163,1,81,81,1,2,1,1,2,True
83,163,2,1,1,2,1,81,81,1,True
83,163,81,1,1,81,1,2,2,1,True
83,164,2,11,11,2,14,5,5,14,True
83,164,5,14,14,5,11,2,2,11,True
83,164,11,2,2,11,5,14,14,5,True
83,164,14,5,5,14,2,11,11,2,True
83,167,1,4,4,1,39,11,11,39,True
83,167,2,23,23,2,7,3,3,7,True
83,167,3,7,7,3,23,2,2,23,True
83,167,4,1,1,4,11,39,39,11,True
83,167,7,3,3,7,2,23,23,2,True
83,167,11,39,39,11,4,1,1,4,True
83,167,23,2,2,23,3,7,7,3,True
83,167,39,11,11,39,1,4,4,1,True
83,169,1,3,3,1,53,10,10,53,True
83,169,3,1,1,3,10,53,53,10,True
83,169,10,53,53,10,3,1,1,3,True
83,169,53,10,10,53,1,3,3,1,True
83,175,1,5,5,1,33,10,10,33,True
83,175,5,1,1,5,10,33,33,10,True
83,175,10,33,33,10,5,1,1,5,True
83,175,33,10,10,33,1,5,5,1,True
83,176,2,5,5,2,34,3,3,34,True
83,176,3,34,34,3,5,2,2,5,True
83,176,5,2,2,5,3,34,34,3,True
83,176,34,3,3,34,2,5,5,2,True
83,177,1,3,3,1,56,9,9,56,True
83,177,3,1,1,3,9,56,56,9,True
83,177,9,56,56,9,3,1,1,3,True
83,177,56,9,9,56,1,3,3,1,True
83,178,2,7,7,2,24,5,5,24,True
83,178,5,24,24,5,7,2,2,7,True
83,178,7,2,2,7,5,24,24,5,True
83,178,24,5,5,24,2,7,7,2,True
83,181,2,9,9,2,19,5,5,19,True
83,181,5,19,19,5,9,2,2,9,True
83,181,9,2,2,9,5,19,19,5,True
83,181,19,5,5,19,2,9,9,2,True
83,182,1,4,4,1,43,10,10,43,True
83,182,4,1,1,4,10,43,43,10,True
83,182,10,43,43,10,4,1,1,4,True
83,182,43,10,10,43,1,4,4,1,True
83,183,1,6,6,1,29,9,9,29,True
83,183,6,1,1,6,9,29,29,9,True
83,183,9,29,29,9,6,1,1,6,True
83,183,29,9,9,29,1,6,6,1,True
83,185,1,3,3,1,59,8,8,59,True
83,185,3,1,1,3,8,59,59,8,True
83,185,8,59,59,8,3,1,1,3,True
83,185,59,8,8,59,1,3,3,1,True
83,187,1,9,9,1,20,7,7,20,True
83,187,1,14,14,1,13,5,5,13,True
83,187,5,13,13,5,14,1,1,14,True
83,187,7,20,20,7,9,1,1,9,True
83,187,9,1,1,9,7,20,20,7,True
83,187,13,5,5,13,1,14,14,1,True
83,187,14,1,1,14,5,13,13,5,True
83,187,20,7,7,20,1,9,9,1,True
83,193,1,3,3,1,62,7,7,62,True
83,193,1,11,11,1,17,6,6,17,True
83,193,3,1,1,3,7,62,62,7,True
83,193,6,17,17,6,11,1,1,11,True
83,193,7,62,62,7,3,1,1,3,True
83,193,11,1,1,11,6,17,17,6,True
83,193,17,6,6,17,1,11,11,1,True
83,193,62,7,7,62,1,3,3,1,True
83,197,1,4,4,1,47,9,9,47,True
83,197,1,7,7,1,27,8,8,27,True
83,197,1,39,39,1,5,2,2,5,True
83,197,2,5,5,2,39,1,1,39,True
83,197,4,1,1,4,9,47,47,9,True
83,197,5,2,2,5,1,39,39,1,True
83,197,7,1,1,7,8,27,27,8,True
83,197,8,27,27,8,7,1,1,7,True
83,197,9,47,47,9,4,1,1,4,True
83,197,27,8,8,27,1,7,7,1,True
83,197,39,1,1,39,2,5,5,2,True
83,197,47,9,9,47,1,4,4,1,True
83,199,1,5,5,1,38,9,9,38,True
83,199,5,1,1,5,9,38,38,9,True
83,199,9,38,38,9,5,1,1,5,True
83,199,38,9,9,38,1,5,5,1,True
83,201,1,3,3,1,65,6,6,65,True
83,201,3,1,1,3,6,65,65,6,True
83,201,6,65,65,6,3,1,1,3,True
83,201,65,6,6,65,1,3,3,1,True
83,202,1,18,18,1,11,4,4,11,True
83,202,4,11,11,4,18,1,1,18,True
83,202,11,4,4,11,1,18,18,1,True
83,202,18,1,1,18,4,11,11,4,True
83,203,1,25,25,1,8,3,3,8,True
83,203,3,8,8,3,25,1,1,25,True
83,203,8,3,3,8,1,25,25,1,True
83,203,25,1,1,25,3,8,8,3,True
83,209,1,3,3,1,68,5,5,68,True
83,209,3,1,1,3,5,68,68,5,True
83,209,5,68,68,5,3,1,1,3,True
83,209,68,5,5,68,1,3,3,1,True
83,212,1,4,4,1,51,8,8,51,True
83,212,4,1,1,4,8,51,51,8,True
83,212,8,51,51,8,4,1,1,4,True
83,212,51,8,8,51,1,4,4,1,True
83,216,2,21,21,2,10,3,3,10,True
83,216,3,10,10,3,21,2,2,21,True
83,216,10,3,3,10,2,21,21,2,True
83,216,21,2,2,21,3,10,10,3,True
83,217,1,3,3,1,71,4,4,71,True
83,217,3,1,1,3,4,71,71,4,True
83,217,4,71,71,4,3,1,1,3,True
83,217,71,4,4,71,1,3,3,1,True
83,218,1,6,6,1,35,8,8,35,True
83,218,6,1,1,6,8,35,35,8,True
83,218,8,35,35,8,6,1,1,6,True
83,218,35,8,8,35,1,6,6,1,True
83,223,1,5,5,1,43,8,8,43,True
83,223,1,8,8,1,27,7,7,27,True
83,223,2,7,7,2,31,3,3,31,True
83,223,3,31,31,3,7,2,2,7,True
83,223,5,1,1,5,8,43,43,8,True
83,223,7,2,2,7,3,31,31,3,True
83,223,7,27,27,7,8,1,1,8,True
83,223,8,1,1,8,7,27,27,7,True
83,223,8,43,43,8,5,1,1,5,True
83,223,27,7,7,27,1,8,8,1,True
83,223,31,3,3,31,2,7,7,2,True
83,223,43,8,8,43,1,5,5,1,True
83,225,1,3,3,1,74,3,3,74,True
83,225,3,1,1,3,3,74,74,3,True
83,225,3,74,74,3,3,1,1,3,True
83,225,74,3,3,74,1,3,3,1,True
83,227,1,4,4,1,55,7,7,55,True
83,227,4,1,1,4,7,55,55,7,True
83,227,7,55,55,7,4,1,1,4,True
83,227,55,7,7,55,1,4,4,1,True
83,233,1,3,3,1,77,2,2,77,True
83,233,2,77,77,2,3,1,1,3,True
83,233,3,1,1,3,2,77,77,2,True
83,233,77,2,2,77,1,3,3,1,True
83,236,1,10,10,1,23,6,6,23,True
83,236,6,23,23,6,10,1,1,10,True
83,236,10,1,1,10,6,23,23,6,True
83,236,23,6,6,23,1,10,10,1,True
83,239,1,13,13,1,18,5,5,18,True
83,239,5,18,18,5,13,1,1,13,True
83,239,13,1,1,13,5,18,18,5,True
83,239,18,5,5,18,1,13,13,1,True
83,241,1,3,3,1,80,1,1,80,True
83,241,1,80,80,1,3,1,1,3,True
83,241,3,1,1,3,1,80,80,1,True
83,241,80,1,1,80,1,3,3,1,True
83,242,1,4,4,1,59,6,6,59,True
83,242,4,1,1,4,6,59,59,6,True
83,242,6,59,59,6,4,1,1,4,True
83,242,59,6,6,59,1,4,4,1,True
83,245,1,7,7,1,34,7,7,34,True
83,245,7,1,1,7,7,34,34,7,True
83,245,7,34,34,7,7,1,1,7,True
83,245,34,7,7,34,1,7,7,1,True
83,247,1,5,5,1,48,7,7,48,True
83,247,5,1,1,5,7,48,48,7,True
83,247,7,48,48,7,5,1,1,5,True
83,247,48,7,7,48,1,5,5,1,True
83,253,1,6,6,1,41,7,7,41,True
83,253,2,19,19,2,13,3,3,13,True
83,253,3,13,13,3,19,2,2,19,True
83,253,6,1,1,6,7,41,41,7,True
83,253,7,41,41,7,6,1,1,6,True
83,253,13,3,3,13,2,19,19,2,True
83,253,19,2,2,19,3,13,13,3,True
83,253,41,7,7,41,1,6,6,1,True
83,257,1,4,4,1,63,5,5,63,True
83,257,4,1,1,4,5,63,63,5,True
83,257,5,63,63,5,4,1,1,4,True
83,257,63,5,5,63,1,4,4,1,True
83,258,2,9,9,2,28,3,3,28,True
83,258,3,28,28,3,9,2,2,9,True
83,258,9,2,2,9,3,28,28,3,True
83,258,28,3,3,28,2,9,9,2,True
83,259,1,17,17,1,15,4,4,15,True
83,259,4,15,15,4,17,1,1,17,True
83,259,15,4,4,15,1,17,17,1,True
83,259,17,1,1,17,4,15,15,4,True
83,267,1,9,9,1,29,6,6,29,True
83,267,1,24,24,1,11,3,3,11,True
83,267,3,11,11,3,24,1,1,24,True
83,267,6,29,29,6,9,1,1,9,True
83,267,9,1,1,9,6,29,29,6,True
83,267,11,3,3,11,1,24,24,1,True
83,267,24,1,1,24,3,11,11,3,True
83,267,29,6,6,29,1,9,9,1,True
83,268,1,38,38,1,7,2,2,7,True
83,268,2,7,7,2,38,1,1,38,True
83,268,7,2,2,7,1,38,38,1,True
83,268,38,1,1,38,2,7,7,2,True
83,271,1,5,5,1,53,6,6,53,True
83,271,5,1,1,5,6,53,53,6,True
83,271,6,53,53,6,5,1,1,5,True
83,271,53,6,6,53,1,5,5,1,True
83,272,1,4,4,1,67,4,4,67,True
83,272,4,1,1,4,4,67,67,4,True
83,272,4,67,67,4,4,1,1,4,True
83,272,67,4,4,67,1,4,4,1,True
83,278,2,17,17,2,16,3,3,16,True
83,278,3,16,16,3,17,2,2,17,True
83,278,16,3,3,16,2,17,17,2,True
83,278,17,2,2,17,3,16,16,3,True
83,281,1,12,12,1,23,5,5,23,True
83,281,2,11,11,2,25,3,3,25,True
83,281,3,25,25,3,11,2,2,11,True
83,281,5,23,23,5,12,1,1,12,True
83,281,11,2,2,11,3,25,25,3,True
83,281,12,1,1,12,5,23,23,5,True
83,281,23,5,5,23,1,12,12,1,True
83,281,25,3,3,25,2,11,11,2,True
83,286,1,8,8,1,35,6,6,35,True
83,286,6,35,35,6,8,1,1,8,True
83,286,8,1,1,8,6,35,35,6,True
83,286,35,6,6,35,1,8,8,1,True
83,287,1,4,4,1,71,3,3,71,True
83,287,3,71,71,3,4,1,1,4,True
83,287,4,1,1,4,3,71,71,3,True
83,287,71,3,3,71,1,4,4,1,True
83,288,1,6,6,1,47,6,6,47,True
83,288,6,1,1,6,6,47,47,6,True
83,288,6,47,47,6,6,1,1,6,True
83,288,47,6,6,47,1,6,6,1,True
83,291,2,15,15,2,19,3,3,19,True
83,291,3,19,19,3,15,2,2,15,True
83,291,15,2,2,15,3,19,19,3,True
83,291,19,3,3,19,2,15,15,2,True
83,292,2,13,13,2,22,3,3,22,True
83,292,3,22,22,3,13,2,2,13,True
83,292,13,2,2,13,3,22,22,3,True
83,292,22,3,3,22,2,13,13,2,True
83,293,1,7,7,1,41,6,6,41,True
83,293,6,41,41,6,7,1,1,7,True
83,293,7,1,1,7,6,41,41,6,True
83,293,41,6,6,41,1,7,7,1,True
83,295,1,5,5,1,58,5,5,58,True
83,295,5,1,1,5,5,58,58,5,True
83,295,5,58,58,5,5,1,1,5,True
83,295,58,5,5,58,1,5,5,1,True
83,302,1,4,4,1,75,2,2,75,True
83,302,2,75,75,2,4,1,1,4,True
83,302,4,1,1,4,2,75,75,2,True
83,302,75,2,2,75,1,4,4,1,True
83,308,1,16,16,1,19,4,4,19,True
83,308,4,19,19,4,16,1,1,16,True
83,308,16,1,1,16,4,19,19,4,True
83,308,19,4,4,19,1,16,16,1,True
83,313,1,11,11,1,28,5,5,28,True
83,313,5,28,28,5,11,1,1,11,True
83,313,11,1,1,11,5,28,28,5,True
83,313,28,5,5,28,1,11,11,1,True
83,317,1,4,4,1,79,1,1,79,True
83,317,1,79,79,1,4,1,1,4,True
83,317,4,1,1,4,1,79,79,1,True
83,317,79,1,1,79,1,4,4,1,True
83,319,1,5,5,1,63,4,4,63,True
83,319,4,63,63,4,5,1,1,5,True
83,319,5,1,1,5,4,63,63,4,True
83,319,63,4,4,63,1,5,5,1,True
83,323,1,6,6,1,53,5,5,53,True
83,323,5,53,53,5,6,1,1,6,True
83,323,6,1,1,6,5,53,53,5,True
83,323,53,5,5,53,1,6,6,1,True
83,325,1,23,23,1,14,3,3,14,True
83,325,3,14,14,3,23,1,1,23,True
83,325,14,3,3,14,1,23,23,1,True
83,325,23,1,1,23,3,14,14,3,True
83,335,1,10,10,1,33,5,5,33,True
83,335,1,37,37,1,9,2,2,9,True
83,335,2,9,9,2,37,1,1,37,True
83,335,5,33,33,5,10,1,1,10,True
83,335,9,2,2,9,1,37,37,1,True
83,335,10,1,1,10,5,33,33,5,True
83,335,33,5,5,33,1,10,10,1,True
83,335,37,1,1,37,2,9,9,2,True
83,341,1,7,7,1,48,5,5,48,True
83,341,5,48,48,5,7,1,1,7,True
83,341,7,1,1,7,5,48,48,5,True
83,341,48,5,5,48,1,7,7,1,True
83,343,1,5,5,1,68,3,3,68,True
83,343,3,68,68,3,5,1,1,5,True
83,343,5,1,1,5,3,68,68,3,True
83,343,68,3,3,68,1,5,5,1,True
83,347,1,9,9,1,38,5,5,38,True
83,347,5,38,38,5,9,1,1,9,True
83,347,9,1,1,9,5,38,38,5,True
83,347,38,5,5,38,1,9,9,1,True
83,349,1,8,8,1,43,5,5,43,True
83,349,1,15,15,1,23,4,4,23,True
83,349,4,23,23,4,15,1,1,15,True
83,349,5,43,43,5,8,1,1,8,True
83,349,8,1,1,8,5,43,43,5,True
83,349,15,1,1,15,4,23,23,4,True
83,349,23,4,4,23,1,15,15,1,True
83,349,43,5,5,43,1,8,8,1,True
83,358,1,6,6,1,59,4,4,59,True
83,358,4,59,59,4,6,1,1,6,True
83,358,6,1,1,6,4,59,59,4,True
83,358,59,4,4,59,1,6,6,1,True
83,367,1,5,5,1,73,2,2,73,True
83,367,2,73,73,2,5,1,1,5,True
83,367,5,1,1,5,2,73,73,2,True
83,367,73,2,2,73,1,5,5,1,True
83,377,1,22,22,1,17,3,3,17,True
83,377,3,17,17,3,22,1,1,22,True
83,377,17,3,3,17,1,22,22,1,True
83,377,22,1,1,22,3,17,17,3,True
83,382,1,14,14,1,27,4,4,27,True
83,382,4,27,27,4,14,1,1,14,True
83,382,14,1,1,14,4,27,27,4,True
83,382,27,4,4,27,1,14,14,1,True
83,389,1,7,7,1,55,4,4,55,True
83,389,4,55,55,4,7,1,1,7,True
83,389,7,1,1,7,4,55,55,4,True
83,389,55,4,4,55,1,7,7,1,True
83,391,1,5,5,1,78,1,1,78,True
83,391,1,78,78,1,5,1,1,5,True
83,391,5,1,1,5,1,78,78,1,True
83,391,78,1,1,78,1,5,5,1,True
83,393,1,6,6,1,65,3,3,65,True
83,393,3,65,65,3,6,1,1,6,True
83,393,6,1,1,6,3,65,65,3,True
83,393,65,3,3,65,1,6,6,1,True
83,398,1,36,36,1,11,2,2,11,True
83,398,2,11,11,2,36,1,1,36,True
83,398,11,2,2,11,1,36,36,1,True
83,398,36,1,1,36,2,11,11,2,True
83,407,1,13,13,1,31,4,4,31,True
83,407,4,31,31,4,13,1,1,13,True
83,407,13,1,1,13,4,31,31,4,True
83,407,31,4,4,31,1,13,13,1,True
83,412,1,8,8,1,51,4,4,51,True
83,412,4,51,51,4,8,1,1,8,True
83,412,8,1,1,8,4,51,51,4,True
83,412,51,4,4,51,1,8,8,1,True
83,423,1,21,21,1,20,3,3,20,True
83,423,3,20,20,3,21,1,1,21,True
83,423,20,3,3,20,1,21,21,1,True
83,423,21,1,1,21,3,20,20,3,True
83,424,1,12,12,1,35,4,4,35,True
83,424,4,35,35,4,12,1,1,12,True
83,424,12,1,1,12,4,35,35,4,True
83,424,35,4,4,35,1,12,12,1,True
83,427,1,9,9,1,47,4,4,47,True
83,427,4,47,47,4,9,1,1,9,True
83,427,9,1,1,9,4,47,47,4,True
83,427,47,4,4,47,1,9,9,1,True
83,428,1,6,6,1,71,2,2,71,True
83,428,2,71,71,2,6,1,1,6,True
83,428,6,1,1,6,2,71,71,2,True
83,428,71,2,2,71,1,6,6,1,True
83,433,1,11,11,1,39,4,4,39,True
83,433,4,39,39,4,11,1,1,11,True
83,433,11,1,1,11,4,39,39,4,True
83,433,39,4,4,39,1,11,11,1,True
83,434,1,10,10,1,43,4,4,43,True
83,434,4,43,43,4,10,1,1,10,True
83,434,10,1,1,10,4,43,43,4,True
83,434,43,4,4,43,1,10,10,1,True
83,437,1,7,7,1,62,3,3,62,True
83,437,3,62,62,3,7,1,1,7,True
83,437,7,1,1,7,3,62,62,3,True
83,437,62,3,3,62,1,7,7,1,True
83,457,1,35,35,1,13,2,2,13,True
83,457,2,13,13,2,35,1,1,35,True
83,457,13,2,2,13,1,35,35,1,True
83,457,35,1,1,35,2,13,13,2,True
83,463,1,6,6,1,77,1,1,77,True
83,463,1,20,20,1,23,3,3,23,True
83,463,1,77,77,1,6,1,1,6,True
83,463,3,23,23,3,20,1,1,20,True
83,463,6,1,1,6,1,77,77,1,True
83,463,20,1,1,20,3,23,23,3,True
83,463,23,3,3,23,1,20,20,1,True
83,463,77,1,1,77,1,6,6,1,True
83,475,1,8,8,1,59,3,3,59,True
83,475,3,59,59,3,8,1,1,8,True
83,475,8,1,1,8,3,59,59,3,True
83,475,59,3,3,59,1,8,8,1,True
83,485,1,7,7,1,69,2,2,69,True
83,485,2,69,69,2,7,1,1,7,True
83,485,7,1,1,7,2,69,69,2,True
83,485,69,2,2,69,1,7,7,1,True
83,497,1,19,19,1,26,3,3,26,True
83,497,3,26,26,3,19,1,1,19,True
83,497,19,1,1,19,3,26,26,3,True
83,497,26,3,3,26,1,19,19,1,True
83,507,1,9,9,1,56,3,3,56,True
83,507,3,56,56,3,9,1,1,9,True
83,507,9,1,1,9,3,56,56,3,True
83,507,56,3,3,56,1,9,9,1,True
83,512,1,34,34,1,15,2,2,15,True
83,512,2,15,15,2,34,1,1,34,True
